Humidity,Temperature,Smoke,Status
59.7,35.6,2266.5,1
55.7,35.6,2270,1
55.7,35.6,2266.5,1
56.7,35.6,2259,1
58.7,35.6,2252,1
58.7,35.6,2247,1
58.8,35.7,2248,1
57.8,35.7,2226,1
56.8,35.7,2229.5,1
56.8,35.7,2226,1
57.8,35.7,2239.5,1
58.8,35.7,2244.5,1
58.8,35.7,2239.5,1
54.8,35.7,2264,1
59.7,35.6,2292.5,1
55.7,35.6,2306,1
54.7,35.6,2317,1
56.7,35.6,2324,1
54.8,35.7,2314.5,1
57.8,35.7,2320.5,1
56.7,35.6,2306,1
56.7,35.6,2310.5,1
55.8,35.7,2303.5,1
56.8,35.7,2308,1
56.8,35.7,2310.5,1
54.8,35.7,2330.5,1
59.8,35.7,2325.5,1
57.8,35.7,2331.5,1
58.8,35.7,2310.5,1
56.8,35.7,2279,1
54.8,35.7,2158.5,1
59.8,35.7,2131.5,1
55.8,35.7,2088.5,1
55.8,35.7,2099.5,1
57.7,35.7,2131.5,1
56.7,35.7,2146.5,1
56.7,35.7,2130.5,1
54.7,35.7,2131.5,1
55.7,35.7,2142.5,1
58.7,35.7,2146.5,1
57.6,35.7,2128,1
57.6,35.7,2098.5,1
56.6,35.7,2085,1
57.6,35.7,2074,1
57.6,35.7,2052,1
57.6,35.7,2061.5,1
58.6,35.7,2068,1
54.6,35.7,2047,1
58.6,35.7,2038.5,1
56.5,35.7,2033.5,1
56.5,35.7,1998,1
55.5,35.7,1978,1
58.5,35.7,1993,1
54.5,35.7,1974.5,1
57.5,35.7,1995.5,1
57.5,35.7,1985.5,1
56.5,35.7,1996.5,1
54.5,35.7,1990.5,1
55.5,35.7,2005,1
59.6,35.7,2018.5,1
56.6,35.7,2015,1
54.6,35.7,2033.5,1
55.6,35.7,2045.5,1
54.7,35.7,2044.5,1
59.7,35.7,2045.5,1
58.7,35.7,2061.5,1
58.7,35.7,2061.5,1
54.7,35.7,2050.5,1
54.7,35.7,2070,1
58.7,35.7,2052,1
59.7,35.7,2065.5,1
54.7,35.7,2045.5,1
55.7,35.7,2054.5,1
56.7,35.7,2065.5,1
54.7,35.7,2066.5,1
59.7,35.7,2070,1
55.7,35.7,2050.5,1
57.8,35.7,2055.5,1
57.8,35.7,2069,1
57.8,35.7,2075,1
56.8,35.7,2068,1
55.8,35.7,2107,1
55.8,35.7,2119.5,1
59.8,35.7,2136.5,1
54.8,35.7,2171,1
56.8,35.7,2209,1
54.7,35.7,2215,1
58.7,35.7,2234.5,1
58.7,35.7,2245.5,1
56.7,35.7,2281.5,1
58.7,35.7,2310.5,1
58.7,35.7,2326.5,1
54.7,35.7,2336.5,1
56.7,35.7,2361,1
55.7,35.7,2399,1
56.7,35.7,2384.5,1
56.7,35.7,2404,1
59.7,35.7,2391.5,1
57.7,35.7,2399,1
55.7,35.7,2401.5,1
57.7,35.7,2391.5,1
58.7,35.7,2375.5,1
58.7,35.7,2377,1
57.7,35.7,2360,1
58.7,35.7,2358.5,1
56.7,35.7,2350,1
57.6,35.7,2368.5,1
54.6,35.7,2368.5,1
56.6,35.7,2429.5,1
57.6,35.7,2429.5,1
54.6,35.7,2450.5,1
54.6,35.7,2470,1
56.6,35.7,2538,1
55.6,35.7,2578.5,1
59.6,35.7,2616,1
55.6,35.7,2685.5,1
58.6,35.7,2685.5,1
57.6,35.7,2717.5,1
57.6,35.7,2735,1
59.6,35.7,2758,1
57.5,35.7,2746.5,1
59.5,35.7,2706,1
57.5,35.7,2723.5,1
54.5,35.7,2740.5,1
59.5,35.7,2775.5,1
58.5,35.7,2772.5,1
56.5,35.7,2787,1
58.6,35.7,2766.5,1
59.6,35.7,2729,1
57.6,35.7,2769.5,1
57.6,35.7,2743.5,1
59.6,35.7,2697,1
56.6,35.7,2685.5,1
54.6,35.7,2656.5,1
56.6,35.7,2596,1
54.6,35.7,2529,1
56.6,35.7,2470,1
56.6,35.7,2509,1
59.6,35.7,2471.5,1
57.6,35.7,2491.5,1
56.6,35.7,2529,1
56.6,35.7,2543.5,1
54.6,35.7,2598.5,1
56.6,35.7,2578.5,1
57.6,35.7,2651,1
55.6,35.7,2677,1
58.6,35.7,2662.5,1
56.6,35.7,2697,1
59.6,35.7,2766.5,1
57.6,35.7,2752,1
59.6,35.7,2778.5,1
57.6,35.7,2752,1
55.6,35.7,2764,1
56.6,35.7,2827.5,1
58.6,35.7,2810,1
59.6,35.7,2848,1
57.6,35.7,2821.5,1
57.6,35.8,2842,1
57.6,35.8,2859.5,1
56.6,35.7,2853.5,1
59.6,35.7,2848,1
55.6,35.7,2845,1
56.6,35.7,2891,1
57.5,35.7,2876.5,1
56.5,35.7,2871,1
58.5,35.7,2969.5,1
58.5,35.7,2952,1
58.5,35.7,2934.5,1
56.5,35.7,2972.5,1
59.5,35.7,2975,1
56.5,35.7,2949,1
54.5,35.7,2949,1
57.5,35.7,2946,1
59.5,35.7,2929,1
57.5,35.7,2960.5,1
59.5,35.7,2978,1
54.5,35.7,2989.5,1
55.6,35.8,2978,1
59.6,35.8,3033,2
54.6,35.8,3050.5,2
57.6,35.8,3079.5,2
59.6,35.8,3143,2
54.6,35.8,3149,2
57.6,35.8,3186.5,2
54.6,35.7,3204,2
56.6,35.7,3230,2
54.6,35.7,3265,2
58.6,35.7,3267.5,2
58.6,35.7,3236,2
55.6,35.7,3221.5,2
59.6,35.7,3215.5,2
59.6,35.7,3207,2
56.5,35.7,3149,2
58.5,35.7,3134.5,2
56.6,35.7,3186.5,2
54.6,35.7,3160.5,2
54.6,35.7,3224,2
57.6,35.7,3201,2
57.6,35.8,3160.5,2
57.6,35.8,3181,2
57.6,35.7,3169,2
54.6,35.7,3146,2
57.6,35.7,3215.5,2
56.6,35.7,3181,2
56.6,35.7,3146,2
54.6,35.7,3178,2
56.6,35.7,3157.5,2
57.6,35.7,3128.5,2
55.6,35.7,3131.5,2
54.6,35.7,3152,2
57.6,35.7,3175,2
57.6,35.7,3131.5,2
56.6,35.7,3140,2
58.6,35.7,3120,2
56.6,35.7,3178,2
57.6,35.7,3207,2
58.6,35.7,3189.5,2
59.6,35.7,3273.5,2
59.6,35.7,3198,2
54.6,35.7,3195.5,2
54.6,35.7,3212.5,2
55.6,35.7,3186.5,2
59.6,35.7,3215.5,2
54.6,35.7,3192.5,2
59.6,35.7,3227,2
56.6,35.7,3259,2
57.6,35.7,3215.5,2
57.6,35.7,3204,2
58.6,35.7,3204,2
58.6,35.7,3218.5,2
59.6,35.7,3215.5,2
54.6,35.7,3218.5,2
59.6,35.7,3215.5,2
58.6,35.7,3195.5,2
58.6,35.7,3201,2
55.6,35.7,3160.5,2
55.6,35.7,3149,2
55.6,35.7,3131.5,2
56.6,35.7,3108.5,2
58.6,35.7,3120,2
57.6,35.7,3131.5,2
58.6,35.7,3143,2
54.6,35.7,3143,2
57.6,35.7,3166.5,2
57.6,35.7,3166.5,2
59.6,35.7,3163.5,2
55.6,35.7,3140,2
56.6,35.8,3189.5,2
58.6,35.8,3221.5,2
59.5,35.7,3215.5,2
56.5,35.7,3241.5,2
57.6,35.8,3238.5,2
54.6,35.8,3279,2
59.5,35.7,3250.5,2
58.5,35.7,3285,2
59.5,35.7,3296.5,2
55.5,35.7,3348.5,2
59.5,35.7,3351.5,2
55.5,35.7,3363,2
54.5,35.7,3375,2
55.5,35.7,3401,2
59.5,35.7,3424,2
55.5,35.7,3401,2
55.6,35.8,3386.5,2
56.6,35.8,3424,2
56.6,35.8,3415.5,2
56.6,35.8,3432.5,2
54.5,35.7,3395,2
59.5,35.7,3401,2
55.6,35.8,3369,2
57.6,35.8,3348.5,2
56.5,35.7,3285,2
58.5,35.7,3308,2
57.5,35.7,3296.5,2
55.5,35.7,3247.5,2
55.6,35.8,3236,2
54.6,35.8,3230,2
56.5,35.7,3273.5,2
56.5,35.7,3236,2
55.5,35.8,3305.5,2
55.5,35.8,3265,2
55.5,35.8,3276.5,2
58.5,35.8,3299.5,2
55.5,35.8,3317,2
59.5,35.8,3325.5,2
54.5,35.8,3328.5,2
56.5,35.8,3320,2
54.5,35.8,3334.5,2
56.5,35.8,3302.5,2
58.5,35.8,3262,2
59.5,35.8,3238.5,2
56.5,35.8,3186.5,2
54.5,35.8,3195.5,2
59.5,35.8,3152,2
57.5,35.8,3140,2
57.5,35.8,3131.5,2
57.5,35.8,3152,2
59.5,35.8,3172,2
56.5,35.8,3183.5,2
54.5,35.8,3154.5,2
57.5,35.8,3157.5,2
58.5,35.8,3157.5,2
59.5,35.8,3154.5,2
57.5,35.8,3209.5,2
59.5,35.8,3224,2
57.5,35.8,3207,2
58.5,35.8,3154.5,2
57.5,35.8,3189.5,2
55.5,35.8,3227,2
54.5,35.8,3244.5,2
57.5,35.8,3273.5,2
54.5,35.8,3244.5,2
59.5,35.8,3253,2
59.5,35.8,3262,2
54.5,35.8,3241.5,2
55.5,35.8,3265,2
57.5,35.8,3299.5,2
58.5,35.8,3276.5,2
58.5,35.8,3302.5,2
58.5,35.8,3302.5,2
54.5,35.8,3293.5,2
56.5,35.8,3291,2
57.4,35.8,3320,2
57.4,35.8,3282,2
54.4,35.8,3285,2
57.4,35.8,3267.5,2
54.4,35.7,3273.5,2
58.4,35.7,3265,2
54.5,35.8,3273.5,2
57.5,35.8,3247.5,2
57.5,35.8,3276.5,2
59.5,35.8,3241.5,2
56.5,35.8,3293.5,2
57.4,35.8,3256,2
59.4,35.8,3291,2
57.4,35.8,3293.5,2
58.4,35.8,3259,2
55.4,35.8,3273.5,2
59.4,35.8,3267.5,2
57.4,35.8,3212.5,2
58.4,35.8,3244.5,2
59.4,35.8,3273.5,2
59.4,35.8,3296.5,2
55.4,35.8,3322.5,2
58.4,35.8,3348.5,2
55.4,35.8,3398,2
54.4,35.8,3430,2
55.4,35.8,3430,2
59.4,35.8,3476,2
56.4,35.8,31883,2
56.4,35.8,34951,2
55.4,35.8,3270,2
58.4,35.8,9284,2
57.4,35.8,22853,2
59.4,35.8,37815,2
54.4,35.8,2404,2
57.4,35.8,26055,2
58.4,35.8,23308,2
58.4,35.8,44237,2
54.4,35.8,24390,2
56.4,35.8,11360,2
59.4,35.8,37509,2
55.4,35.8,5024,2
59.4,35.8,18634,2
58.4,35.8,5373,2
55.4,35.8,11331,2
56.4,35.8,20001,2
56.4,35.8,9576,2
56.4,35.8,23607,2
59.4,35.8,10966,2
56.4,35.8,28642,2
59.4,35.8,14499,2
58.4,35.8,9408,2
55.4,35.8,20012,2
54.4,35.8,11346,2
54.4,35.8,29311,2
55.4,35.8,7717,2
58.4,35.8,16657,2
55.4,35.8,10274,2
56.4,35.8,3746,2
58.4,35.8,36890,2
58.3,35.8,25920,2
54.3,35.8,22061,2
57.4,35.8,35917,2
56.4,35.8,29103,2
58.4,35.8,22435,2
58.4,35.8,40526,2
55.4,35.8,8036,2
54.4,35.8,22884,2
58.4,35.8,35999,2
54.3,35.8,13172,2
58.3,35.8,16270,2
55.3,35.8,9986,2
57.3,35.8,32647,2
58.3,35.8,18247,2
58.3,35.8,18516,2
54.3,35.8,26327,2
59.3,35.8,33603,2
59.3,35.8,30964,2
59.3,35.8,23546,2
57.4,35.8,36631,2
55.4,35.8,10930,2
54.4,35.8,5012,2
59.4,35.8,33443,2
54.5,35.8,13964,2
57.5,35.8,30858,2
56.5,35.8,39696,2
57.5,35.8,2763,2
54.5,35.8,12866,2
59.5,35.8,21760,2
54.5,35.8,10925,2
59.5,35.8,34329,2
57.5,35.8,11619,2
59.5,35.8,44898,2
59.5,35.8,40227,2
59.5,35.8,15997,2
57.5,35.8,25541,2
55.5,35.8,38972,2
57.5,35.8,43392,2
58.5,35.8,35154,2
59.5,35.8,43077,2
57.5,35.8,14003,2
56.5,35.8,22419,2
59.5,35.8,4198,2
57.5,35.8,21364,2
56.5,35.8,12193,2
56.5,35.8,2027,2
57.5,35.8,34039,2
59.5,35.8,39963,2
58.5,35.8,38817,2
56.5,35.8,43416,2
56.5,35.8,38527,2
55.5,35.8,2086,2
55.5,35.8,23037,2
57.5,35.8,22767,2
55.5,35.8,25167,2
54.5,35.8,32236,2
54.5,35.8,14738,2
57.5,35.8,37666,2
58.5,35.8,12879,2
57.5,35.8,6079,2
59.5,35.8,32437,2
57.5,35.8,25266,2
58.5,35.8,17074,2
59.5,35.8,21862,2
58.5,35.8,32528,2
55.5,35.8,18060,2
54.5,35.8,44243,2
58.5,35.8,7374,2
56.5,35.8,13538,2
55.5,35.8,32255,2
59.5,35.8,39101,2
59.5,35.8,40123,2
59.5,35.8,6604,2
54.5,35.8,31284,2
55.5,35.8,20450,2
56.5,35.8,38479,2
56.5,35.8,29703,2
55.5,35.8,37051,2
56.5,35.8,5509,2
57.5,35.8,19885,2
55.5,35.8,39269,2
58.5,35.8,3670,2
54.4,35.8,6500,2
55.4,35.8,12144,2
54.4,35.8,35586,2
57.4,35.8,43694,2
54.4,35.8,33045,2
55.4,35.8,19177,2
55.4,35.8,5939,2
54.4,35.8,26849,2
59.4,35.8,35689,2
56.4,35.8,36694,2
57.4,35.8,29048,2
54.4,35.8,25870,2
56.4,35.8,33999,2
54.4,35.8,24741,2
58.4,35.8,27803,2
55.4,35.8,10063,2
54.4,35.8,39536,2
59.4,35.8,15684,2
57.4,35.8,27059,2
54.4,35.8,8915,2
58.4,35.8,41877,2
54.4,35.8,35915,2
56.4,35.8,12502,2
57.5,35.8,15657,2
54.5,35.8,15704,2
55.5,35.8,42256,2
55.5,35.8,8297,2
55.5,35.8,23936,2
58.5,35.8,7395,2
56.5,35.8,19033,2
58.5,35.8,12744,2
57.5,35.8,23621,2
58.5,35.8,3889,2
54.5,35.8,29537,2
56.5,35.8,7556,2
57.5,35.8,34647,2
54.5,35.8,43787,2
54.5,35.8,26782,2
54.5,35.8,24997,2
54.5,35.8,32507,2
54.5,35.8,4640,2
54.5,35.8,20957,2
58.5,35.8,11270,2
54.5,35.8,32338,2
54.5,35.8,6160,2
54.5,35.8,13771,2
55.5,35.8,7965,2
54.5,35.8,44720,2
54.5,35.8,11039,2
55.5,35.8,27661,2
58.5,35.8,43390,2
56.5,35.8,12698,2
58.5,35.8,33038,2
59.6,35.8,4981,2
54.6,35.8,39467,2
58.6,35.8,25119,2
59.6,35.8,27627,2
58.6,35.8,20298,2
56.6,35.8,5133,2
57.6,35.8,8404,2
59.6,35.8,41966,2
57.6,35.8,4954,2
55.5,35.8,35765,2
57.5,35.8,18364,2
57.5,35.8,18272,2
56.5,35.8,37208,2
56.5,35.8,42437,2
57.5,35.8,19116,2
59.5,35.8,39400,2
55.5,35.8,25436,2
55.5,35.8,41640,2
55.5,35.8,32031,2
54.5,35.8,18292,2
57.5,35.8,24995,2
54.6,35.8,28115,2
59.6,35.8,21951,2
54.7,35.9,20960,2
55.7,35.9,41517,2
58.6,35.8,23539,2
57.6,35.8,37447,2
58.6,35.8,27271,2
58.6,35.8,35255,2
57.6,35.8,27716,2
59.6,35.8,33047,2
54.6,35.8,29220,2
55.6,35.8,43981,2
57.6,35.8,43891,2
56.6,35.8,2740,2
57.6,35.8,23080,2
57.6,35.8,13151,2
54.6,35.9,10498,2
59.6,35.9,13969,2
58.5,35.8,43194,2
59.5,35.8,2870,2
55.6,35.8,20706,2
54.6,35.8,31874,2
54.6,35.8,23219,2
55.6,35.8,15443,2
56.6,35.8,20448,2
54.6,35.8,26984,2
57.6,35.8,6095,2
55.6,35.8,30526,2
56.6,35.8,14287,2
55.6,35.8,30670,2
59.6,35.8,43824,2
55.5,35.8,18362,2
58.5,35.8,9775,2
57.6,35.9,35165,2
55.6,35.9,4579,2
56.6,35.8,43560,2
55.6,35.8,39478,2
58.6,35.9,22313,2
57.6,35.9,26574,2
55.6,35.9,11911,2
56.6,35.9,2900,2
55.6,35.8,3305,2
54.6,35.8,16408,2
58.6,35.9,38245,2
57.6,35.9,21858,2
58.6,35.8,3648,2
59.6,35.8,12846,2
54.6,35.8,13753,2
58.6,35.8,19033,2
58.6,35.9,43707,2
55.6,35.9,43449,2
57.5,35.8,28140,2
59.5,35.8,9556,2
59.6,35.8,12060,2
58.6,35.8,5338,2
55.6,35.9,16612,2
54.6,35.9,9117,2
54.6,35.9,14366,2
55.6,35.9,26244,2
58.6,35.9,38932,2
57.6,35.9,23669,2
59.6,35.9,37371,2
55.6,35.9,31539,2
59.6,35.9,24885,2
57.6,35.9,20509,2
57.6,35.9,14414,2
58.6,35.9,24969,2
54.6,35.9,35206,2
56.6,35.9,42117,2
56.6,35.9,21837,2
54.6,35.9,18732,2
58.6,35.9,25373,2
54.5,35.8,32356,2
55.5,35.8,31837,2
55.6,35.9,43505,2
58.6,35.9,27892,2
54.6,35.9,16154,2
59.6,35.9,20938,2
58.6,35.9,39186,2
55.6,35.9,11592,2
57.6,35.9,14485,2
56.6,35.9,8169,2
57.6,35.9,10714,2
59.6,35.9,9772,2
54.6,35.9,3101,2
56.6,35.9,26934,2
59.6,35.9,27951,2
55.6,35.9,34065,2
56.6,35.9,39943,2
54.6,35.9,12764,2
55.6,35.9,5641,2
58.6,35.9,4473,2
55.6,35.9,10592,2
59.6,35.9,27841,2
54.6,35.9,35626,2
56.6,35.9,26546,2
59.6,35.9,28410,2
55.6,35.9,35416,2
58.6,35.9,34875,2
56.6,35.9,29912,2
55.6,35.9,29810,2
58.6,35.9,2975,2
58.6,35.9,39142,2
55.6,35.9,32958,2
59.6,35.9,27814,2
57.6,35.9,24251,2
56.6,35.9,16185,2
57.6,35.9,19032,2
56.6,35.9,33559,2
55.6,35.9,12085,2
56.6,35.9,15587,2
59.6,35.9,7347,2
55.6,35.9,38069,2
54.6,35.9,23699,2
54.6,35.9,19205,2
54.5,35.9,9628,2
54.5,35.9,41844,2
58.5,35.9,13259,2
57.5,35.9,13354,2
55.5,35.9,13552,2
57.5,35.9,3565,2
55.5,35.9,32815,2
55.5,35.9,42351,2
59.5,35.9,39428,2
59.5,35.9,13884,2
58.5,35.9,34446,2
56.5,35.9,38159,2
58.5,35.9,35445,2
56.5,35.9,26961,2
58.5,35.9,10102,2
54.5,35.9,41322,2
58.5,35.9,17156,2
54.5,35.9,38616,2
55.5,35.9,41737,2
59.5,35.9,20478,2
57.5,35.9,24348,2
56.5,35.9,5423,2
55.5,35.9,5213,2
57.5,35.9,29483,2
56.5,35.9,17407,2
55.5,35.9,6506,2
55.5,35.9,43452,2
54.5,35.9,33636,2
58.5,35.9,26893,2
56.5,35.9,3830,2
57.5,35.9,36015,2
57.5,35.9,42405,2
55.5,35.9,23335,2
55.5,35.9,39470,2
55.5,35.9,16821,2
57.5,35.9,21777,2
54.5,35.9,8364,2
58.5,35.9,26073,2
56.5,35.9,2043,2
56.5,35.9,43272,2
57.5,35.9,26112,2
58.5,35.9,14314,2
59.5,35.9,17449,2
54.5,35.9,6091,2
57.5,35.9,40678,2
59.5,35.9,25027,2
57.5,35.9,31503,2
56.5,35.9,42876,2
54.5,35.9,18513,2
57.5,35.9,35877,2
54.5,35.9,33049,2
56.5,35.9,36364,2
54.5,35.9,42525,2
59.5,35.9,4678,2
56.5,35.9,23777,2
58.5,35.9,27108,2
57.5,35.9,13532,2
58.5,35.9,36114,2
58.5,35.9,12762,2
59.5,35.9,24552,2
57.5,35.9,44907,2
56.5,35.9,32291,2
55.5,35.9,36543,2
55.5,35.9,6193,2
56.5,35.9,3451,2
57.6,35.9,32121,2
58.6,35.9,10475,2
59.5,35.9,27359,2
54.5,35.9,2895,2
54.5,35.9,42442,2
54.5,35.9,17897,2
58.5,35.9,32942,2
58.5,35.9,41734,2
58.5,35.9,13560,2
59.5,35.9,16519,2
56.6,36,2357,2
58.6,36,17439,2
55.5,35.9,40977,2
54.5,35.9,2476,2
59.5,35.9,23746,2
59.5,35.9,6697,2
59.5,35.9,38184,2
59.5,35.9,33450,2
57.5,35.9,3721,2
58.5,35.9,38631,2
58.5,35.9,29900,2
59.5,35.9,31188,2
56.5,35.9,32387,2
55.5,35.9,43226,2
57.5,35.9,9427,2
57.5,35.9,3515,2
56.5,35.9,30217,2
57.5,35.9,23827,2
59.5,35.9,16448,2
55.5,35.9,12483,2
54.5,35.9,33379,2
55.5,35.9,36931,2
59.5,35.9,12888,2
57.5,35.9,14094,2
56.5,35.9,37237,2
56.5,36,24325,2
59.5,36,19755,2
59.5,36,26166,2
54.5,36,31468,2
59.5,35.9,9056,2
54.5,35.9,7622,2
54.5,36,30040,2
54.5,36,31236,2
59.5,36,30578,2
56.5,36,36523,2
54.5,36,43372,2
54.5,36,37100,2
59.5,36,22303,2
58.5,36,16280,2
57.5,36,37564,2
55.5,36,42994,2
56.4,36,41524,2
58.4,36,29824,2
59.5,36,6145,2
56.5,36,8705,2
58.4,36,35918,2
55.4,36,16167,2
59.4,36,41243,2
58.4,36,17439,2
55.4,36,36182,2
55.4,36,36001,2
58.4,36,39603,2
59.4,36,10800,2
59.4,36,7386,2
58.4,36,17284,2
57.4,36,5766,2
55.4,36,28609,2
56.4,36,16574,2
55.4,36,10677,2
54.4,36,5903,2
58.4,36,10182,2
58.4,36,31900,2
55.4,36,13957,2
55.4,36,3999,2
59.4,36,34125,2
54.4,36,15029,2
57.4,36,29776,2
55.4,36,40063,2
58.4,36,34942,2
55.4,36,19303,2
56.4,36,36055,2
54.4,36,41880,2
54.4,36,33790,2
58.4,36,23993,2
56.4,36,39492,2
59.4,36,22526,2
59.4,36,36906,2
54.4,36,25684,2
57.4,36,7127,2
57.4,36,3544,2
57.4,36,43490,2
56.4,36,19489,2
58.4,36,30656,2
59.4,36,25202,2
54.4,36,15736,2
58.4,36,44770,2
57.4,36,21285,2
54.4,36,7030,2
58.4,36,29489,2
56.4,36,11079,2
54.4,36,12850,2
57.4,36,44502,2
57.4,36,41443,2
59.3,36,34309,2
58.3,36,23748,2
54.4,36,11043,2
59.4,36,32706,2
56.4,36,6372,2
56.4,36,43669,2
58.4,36,11818,2
57.4,36,7578,2
56.4,36,42575,2
56.4,36,27824,2
56.4,36,31843,2
59.4,36,25405,2
55.4,36,17093,2
57.4,36,15354,2
55.4,36,34565,2
55.4,36,39653,2
58.4,36,40357,2
56.4,36,36449,2
56.3,36,36847,2
56.3,36,27406,2
56.3,36,14866,2
56.3,36,6492,2
54.3,36,34680,2
54.3,36,7075,2
56.3,36,29134,2
58.3,36,9037,2
56.3,36,3921,2
57.3,36,35544,2
56.3,36,5748,2
54.3,36,40349,2
59.3,36,18769,2
56.3,36,34403,2
58.4,36,29414,2
54.4,36,32955,2
54.4,36,10871,2
59.4,36,31837,2
56.3,36,43954,2
58.3,36,6342,2
54.3,36,27340,2
55.3,36,36822,2
55.4,36,17337,2
54.4,36,17643,2
58.4,36,39483,2
59.3,36,21411,2
55.3,36,36519,2
58.3,36,35736,2
56.3,36,25427,2
55.3,36,44496,2
57.3,36,29095,2
57.3,36,33108,2
58.3,36,33669,2
57.3,36,22666,2
56.3,36,25512,2
59.3,36,41139,2
56.3,36,34038,2
56.3,36,10136,2
58.3,36,16095,2
56.3,36,24286,2
58.3,36,28614,2
56.4,36,33925,2
55.4,36,26417,2
58.3,36,6079,2
54.3,36,8303,2
54.3,36,39521,2
54.3,36,10200,2
57.3,36,23252,2
57.3,36,21723,2
54.3,36,29008,2
57.3,36,17590,2
54.3,36,9443,2
55.3,36,39445,2
58.3,36,15226,2
56.3,36,12941,2
59.3,36,44218,2
54.3,36,17125,2
54.3,36,44582,2
54.3,36,39833,2
56.3,36,25863,2
56.3,36,4135,2
56.3,36,38793,2
58.3,36,11845,2
57.3,36,42459,2
55.3,36,30724,2
58.3,36,9004,2
54.3,36,27793,2
55.3,36,43056,2
55.3,36,4994,2
57.3,36,41616,2
56.3,36,35771,2
55.3,36,31204,2
58.3,36,21941,2
57.3,36,18924,2
57.4,36.1,37356,2
55.4,36.1,7652,2
54.3,36,36562,2
55.3,36,18384,2
58.4,36.1,31773,2
59.4,36.1,21545,2
57.3,36,4050,2
57.3,36,4836,2
56.4,36.1,18293,2
59.4,36.1,33652,2
57.4,36.1,34070,2
54.4,36.1,18686,2
56.4,36.1,15250,2
54.4,36.1,6177,2
54.4,36.1,3422,2
59.4,36.1,36309,2
55.3,36,7733,2
57.3,36,23094,2
54.4,36.1,13386,2
57.4,36.1,19138,2
55.4,36.1,37001,2
58.4,36.1,6193,2
55.4,36.1,32968,2
55.4,36.1,18334,2
57.4,36.1,8037,2
58.4,36.1,39015,2
59.4,36.1,37610,2
54.4,36.1,38163,2
56.4,36.1,16420,2
58.4,36.1,2357,2
55.4,36.1,6905,2
58.4,36.1,38605,2
56.4,36.1,15574,2
57.4,36.1,35028,2
54.4,36.1,32680,2
54.4,36.1,33894,2
54.4,36.1,8272,2
54.4,36.1,30012,2
55.4,36.1,34296,2
55.4,36.1,4831,2
58.4,36.1,16157,2
55.4,36.1,38125,2
58.4,36.1,32081,2
59.3,36.1,29622,2
58.3,36.1,33391,2
58.4,36.1,27030,2
59.4,36.1,15953,2
54.3,36.1,5853,2
58.3,36.1,3389,2
57.3,36.1,33245,2
57.3,36.1,24658,2
54.3,36.1,12671,2
59.3,36.1,14885,2
57.4,36.1,4980,2
59.4,36.1,43717,2
57.3,36.1,44414,2
54.3,36.1,3353,2
57.3,36.1,42935,2
54.3,36.1,22823,2
55.3,36.1,8479,2
55.3,36.1,41067,2
59.3,36.1,41119,2
56.3,36.1,22371,2
58.3,36.1,2352,2
59.3,36.1,36207,2
56.3,36.1,24266,2
59.3,36.1,37250,2
56.3,36.1,25115,2
59.3,36.1,4587,2
57.3,36.1,37435,2
58.3,36.1,40125,2
54.3,36.1,5796,2
56.3,36.1,7313,2
59.3,36.1,22025,2
54.3,36.1,21716,2
57.3,36.1,35656,2
57.3,36.1,15647,2
57.3,36.1,44770,2
54.3,36.1,9505,2
57.3,36.1,2285,2
58.3,36.1,40084,2
55.3,36.1,33021,2
58.3,36.1,22230,2
56.3,36.1,10543,2
54.3,36.1,28846,2
55.3,36.1,3818,2
54.3,36.1,41291,2
54.3,36.1,6153,2
59.3,36.1,2309,2
58.3,36.1,29783,2
57.3,36.1,2575,2
54.3,36.1,37232,2
55.3,36.1,38276,2
59.3,36.1,42574,2
55.3,36.1,43189,2
55.3,36.1,11958,2
57.3,36.1,42825,2
56.4,36.1,37087,2
55.4,36.1,31231,2
55.4,36.1,7883,2
58.4,36.1,15994,2
56.4,36.1,34101,2
55.4,36.1,6690,2
56.4,36.1,3297,2
54.4,36.1,42453,2
59.4,36.1,14413,2
57.4,36.1,5641,2
57.4,36.1,5848,2
58.4,36.1,20412,2
57.3,36.1,6101,2
58.3,36.1,39192,2
59.4,36.1,3336,2
54.4,36.1,28243,2
54.3,36.1,44137,2
59.3,36.1,40830,2
56.3,36.1,34358,2
57.3,36.1,8424,2
55.3,36.1,38229,2
57.4,36.1,4894,2
55.4,36.1,40169,2
59.4,36.1,2856,2
59.4,36.1,14518,2
56.4,36.1,38443,2
57.4,36.1,15280,2
54.4,36.1,24413,2
54.4,36.1,34319,2
57.4,36.1,2054,2
54.4,36.1,11060,2
55.4,36.1,17540,2
54.4,36.1,9841,2
57.4,36.1,20688,2
57.4,36.1,40690,2
58.4,36.1,36562,2
59.4,36.1,21507,2
55.4,36.1,29498,2
59.4,36.1,18333,2
56.4,36.1,38814,2
59.4,36.1,29315,2
58.4,36.1,29396,2
54.4,36.1,11301,2
59.4,36.1,37576,2
56.4,36.1,12801,2
58.4,36.1,16687,2
59.4,36.1,26430,2
59.4,36.1,6695,2
54.4,36.1,2036,2
59.4,36.1,38155,2
55.4,36.1,24767,2
58.4,36.1,16473,2
56.4,36.1,15157,2
54.4,36.1,15226,2
54.4,36.1,43221,2
59.4,36.1,42432,2
58.4,36.1,2831,2
56.4,36.1,24660,2
55.3,36.1,2759,2
56.3,36.1,24109,2
59.3,36.1,9666,2
